protein,PDB ID,SMILES,Affinity Type,Affinity,pAffinity
Dopamine RECEPTOR D5,8IRV,COc1cc2CCN(C)CC(c3ccccc3Cl)c2cc1O,Ki,46,7.337242168
Dopamine RECEPTOR D5,8IRV,C(CN1CCCCC1)Oc1ccccc1Cc1ccccc1,Ki,43,7.366531544
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2cc(O)ccc2CC1,Ki,42,7.37675071
Dopamine RECEPTOR D5,8IRV,Oc1ccc2C3Cc4ccccc4CN3CCc2c1,Ki,41,7.387216143
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2cc(N)c(O)cc2CC1,Ki,40,7.397940009
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2cc(O)ccc2CC1,Ki,38,7.420216403
Dopamine RECEPTOR D5,8IRV,COc1cccc(OC)c1C(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc12,Ki,38,7.420216403
Dopamine RECEPTOR D5,8IRV,COc1ccc2Cc3ccccc3CCN(C)CCc2c1,Ki,38,7.420216403
Dopamine RECEPTOR D5,8IRV,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,Ki,38,7.420216403
Dopamine RECEPTOR D5,8IRV,Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12,Ki,38,7.420216403
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccccc1,Ki,35,7.455931956
Dopamine RECEPTOR D5,8IRV,Clc1ccc(cc1)N1CCN(CCCCN2Cc3ccccc3C2=O)CC1,Ki,34,7.468521083
Dopamine RECEPTOR D5,8IRV,CN1CCc2sccc2Cc2ccccc2CC1,Ki,34,7.468521083
Dopamine RECEPTOR D5,8IRV,CCCN1C[C@H](CSC)C[C@H]2[C@H]1Cc1c[nH]c3cccc2c13,Ki,33,7.48148606
Dopamine RECEPTOR D5,8IRV,COc1ccc2Cc3[nH]c4ccccc4c3CCN(C)CCc2c1,Ki,32,7.494850022
Dopamine RECEPTOR D5,8IRV,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2N(NC(=O)c2c(C)cccc2C)c2ccccc12,Ki,31,7.508638306
Dopamine RECEPTOR D5,8IRV,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc([C@@H]2C1)c34,Ki,27,7.568636236
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1c2cccc1N1CCCC1=O,Ki,27,7.568636236
Dopamine RECEPTOR D5,8IRV,FC(F)(F)c1cc(Oc2nccc3ccsc23)ccc1-c1cccc2nccn12,Ki,27,7.568636236
Dopamine RECEPTOR D5,8IRV,COc1cc2CCNCC(c2cc1O)c1c(Cl)cccc1Cl,Ki,25,7.602059991
Dopamine RECEPTOR D5,8IRV,CCN(CC)C(=O)N[C@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(C)C1,Ki,23,7.638272164
Dopamine RECEPTOR D5,8IRV,CCNC(=O)N(CCCN(C)C)C(=O)C1CC2C(Cc3c[nH]c4cccc2c34)N(CC=C)C1,Ki,22,7.657577319
Dopamine RECEPTOR D5,8IRV,CO\N=C\c1cccc2[C@H]3[C@H](CCc12)N(C)CCc1cc(Cl)c(O)cc31,Ki,22,7.657577319
Dopamine RECEPTOR D5,8IRV,CCN1CCc2c(Cc3ccccc3CC1)[nH]c1ccccc21,Ki,22,7.657577319
Dopamine RECEPTOR D5,8IRV,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,Ki,21,7.677780705
Dopamine RECEPTOR D5,8IRV,CN1CCCc2cc(O)ccc2Cc2ccccc2CC1,Ki,17,7.769551079
Dopamine RECEPTOR D5,8IRV,O[Si]1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,Ki,17,7.769551079
Dopamine RECEPTOR D5,8IRV,Oc1ccc(cc1)C1CNCCc2c(Cl)c(O)c(O)cc12,Ki,15,7.823908741
Dopamine RECEPTOR D5,8IRV,CN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31,Ki,15,7.823908741
Dopamine RECEPTOR D5,8IRV,COc1c(O)ccc2C[C@@H]3N(CCc4cc5OCOc5cc34)Cc12,Ki,15,7.823908741
Dopamine RECEPTOR D5,8IRV,CCN1CCc2c(Cc3ccccc3CC1)[nH]c1ccccc21,Ki,15,7.823908741
Dopamine RECEPTOR D5,8IRV,CN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31,Ki,15,7.823908741
Dopamine RECEPTOR D5,8IRV,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,Ki,14,7.853871964
Dopamine RECEPTOR D5,8IRV,Cc1cccc(c1)C1CNCCc2c(Br)c(O)c(O)cc12,Ki,14,7.853871964
Dopamine RECEPTOR D5,8IRV,COc1ccc2Cc3ccc(OC)cc3CCN(C)CCc2c1,Ki,13,7.886056648
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Cc3ccccc3CC1)[nH]c1ccccc21,Ki,13,7.886056648
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Cc3ccccc3CC1)[nH]c1ccccc21,Ki,13,7.886056648
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccc(CN(C2CCC2)C(C)=O)cc1,Ki,13,7.886056648
Dopamine RECEPTOR D5,8IRV,Cc1cccc(c1)C1CN(CC=C)CCc2c(Br)c(O)c(O)cc12,Ki,12,7.920818754
Dopamine RECEPTOR D5,8IRV,COc1ccc2Cc3ccc(OC)cc3CCN(C)CCc2c1,Ki,12,7.920818754
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccccc2CC1,Ki,11,7.958607315
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2[nH]c3ccccc3c2C[C@@H]1CO,Ki,11,7.958607315
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccccc2CC1,Ki,11,7.958607315
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2c(O)cccc2CC1,Ki,10,8
Dopamine RECEPTOR D5,8IRV,CCO\N=C\c1cccc2[C@H]3[C@H](CCc12)N(C)CCc1cc(Cl)c(O)cc31,Ki,10,8
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1c2cccc1-c1ccncc1,Ki,10,8
Dopamine RECEPTOR D5,8IRV,CN1CCc2[nH]c3ccccc3c2Cc2ccccc2CC1,Ki,10,8
Dopamine RECEPTOR D5,8IRV,Cc1cccc(c1)C1CN(CC=C)CCc2c(Cl)c(O)c(O)cc12,Ki,9.94,8.002613616
Dopamine RECEPTOR D5,8IRV,CN1CCCc2ccccc2Cc2ccc(O)cc2CC1,Ki,9.8,8.008773924
Dopamine RECEPTOR D5,8IRV,COc1cc2CCN3Cc4c(C[C@H]3c2cc1O)ccc(OC)c4OC,Ki,9.5,8.022276395
Dopamine RECEPTOR D5,8IRV,CN(C)CC\C=C1\c2ccccc2Sc2ccc(Cl)cc12,Ki,9,8.045757491
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1cc(N)ccc21,Ki,8.3,8.080921908
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccccc1,Ki,8.1,8.091514981
Dopamine RECEPTOR D5,8IRV,OCCN1CCN(CC\C=C2/c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,Ki,8,8.096910013
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Cl)c(O)c(O)cc2C(C1)c1cccc(C)c1,Ki,7.56,8.121478204
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Cc3ccccc3CC1)[nH]c1ccccc21,Ki,7.5,8.124938737
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Cc3ccccc3CC1)[nH]c1ccccc21,Ki,7.5,8.124938737
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Cc3ccccc3CC1)[nH]c1ccccc21,Ki,7.5,8.124938737
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1c(Br)cccc21,Ki,7.5,8.124938737
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1c(CO)cccc21,Ki,7.4,8.13076828
Dopamine RECEPTOR D5,8IRV,COc1ccc2Cc3ccccc3CCN(C)CCc2c1,Ki,7.2,8.142667504
Dopamine RECEPTOR D5,8IRV,CCNC(=O)Nc1ccc2[C@H]3[C@H](CCc2c1)N(C)CCc1cc(Cl)c(O)cc31,Ki,7.1,8.148741651
Dopamine RECEPTOR D5,8IRV,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2N(NC(=O)c2c(F)cccc2C(F)(F)F)c2ccccc12,Ki,7,8.15490196
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1c(N)cccc21,Ki,7,8.15490196
Dopamine RECEPTOR D5,8IRV,Oc1cc2OCC3NCc4ccccc4C3c2cc1O,Ki,7,8.15490196
Dopamine RECEPTOR D5,8IRV,COc1ccc(cc1)-c1cccc2[C@H]3[C@H](CCc12)N(C)CCc1cc(Cl)c(O)cc31,Ki,6.2,8.207608311
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccc(CN(C2CCC2)S(C)(=O)=O)cc1,Ki,5.9,8.229147988
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1cc(NS(C)(=O)=O)ccc21,Ki,5.8,8.236572006
Dopamine RECEPTOR D5,8IRV,CCS(=O)(=O)Nc1ccc2[C@H]3[C@H](CCc2c1)N(C)CCc1cc(Cl)c(O)cc31,Ki,5.6,8.251811973
Dopamine RECEPTOR D5,8IRV,COc1cccc(CN2CC[C@@H](C2)NC(=O)c2cc(Cl)c(NC(=O)C3CC3)cc2OC)c1,Ki,5.6,8.251811973
Dopamine RECEPTOR D5,8IRV,FCOc1ccccc1-c1ccc(C=O)cc1,Ki,5.5,8.259637311
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Cc3ccc(O)cc3CC1)[nH]c1ccccc21,Ki,5.4,8.26760624
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2cc(O)c(Cl)cc2CC1,Ki,4.9,8.30980392
Dopamine RECEPTOR D5,8IRV,Cc1cc(Oc2nccc3occc23)ccc1-c1c(C)ncc2nccn12,Ki,4.8,8.318758763
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1c2cccc1-c1cccc(c1)[N+]([O-])=O,Ki,4.7,8.327902142
Dopamine RECEPTOR D5,8IRV,COc1ccc2Cc3ccccc3CCCN(C)CCc2c1,Ki,4.6,8.337242168
Dopamine RECEPTOR D5,8IRV,C[C@H]1Cc2c(Cc3ccccc3CCN1C)[nH]c1ccccc21,Ki,4.4,8.356547324
Dopamine RECEPTOR D5,8IRV,COc1cc2CCN3Cc4c(C[C@H]3c2cc1O)ccc(O)c4OC,Ki,4.4,8.356547324
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Br)c(O)c(O)cc2C(C1)c1ccc(C)cc1,Ki,4.36,8.360513511
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Br)c(O)cc2C(C1)c1ccccc1,Ki,4,8.397940009
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Cl)c(O)c(O)cc2C(C1)c1ccc(C)cc1,Ki,3.96,8.402304814
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccc(CNC2CCC2)cc1,Ki,3.9,8.408935393
Dopamine RECEPTOR D5,8IRV,COC(=O)c1cccc2[C@H]3[C@H](CCc12)N(C)CCc1cc(Cl)c(O)cc31,Ki,3.7,8.431798276
Dopamine RECEPTOR D5,8IRV,COc1ccc2[nH]c3Cc4ccccc4CCN(C)CCc3c2c1,Ki,3.6,8.443697499
Dopamine RECEPTOR D5,8IRV,CCN(CC)C(=O)N[C@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,Ki,3.55,8.449771647
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Br)c(O)c(O)cc2C(C1)c1ccccc1C,Ki,3.42,8.465973894
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1c2cccc1-c1cccc(c1)C#N,Ki,3.4,8.468521083
Dopamine RECEPTOR D5,8IRV,CCOC(=O)Nc1ccc2[C@H]3[C@H](CCc2c1)N(C)CCc1cc(Cl)c(O)cc31,Ki,3.3,8.48148606
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1c(C=O)cccc21,Ki,3.3,8.48148606
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1c(CN=O)cccc21,Ki,3.3,8.48148606
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2cc(O)c(Cl)cc2CC1,Ki,3.1,8.508638306
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccccc2CC1,Ki,3.09,8.510041521
Dopamine RECEPTOR D5,8IRV,CN1CCCc2ccccc2Cc2[nH]c3ccccc3c2CC1,Ki,2.8,8.552841969
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccccc1,Ki,2.8,8.552841969
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1c(\C=N\OCc3ccccc3)cccc21,Ki,2.5,8.602059991
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2c[nH]c3cccc(CC1)c23,Ki,2.5,8.602059991
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Br)c(O)c(O)cc2[C@@H](C1)c1cccc(C)c1,Ki,2.47,8.607303047
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Cl)c(O)c(O)cc2C(C1)c1ccccc1C,Ki,2.32,8.634512015
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2cc(O)c(O)cc2CC1,Ki,2.32,8.634512015
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Br)c(O)cc2C(C1)c1ccccc1,Ki,2.3,8.638272164
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1c(\C=N\Oc3ccccc3)cccc21,Ki,2.1,8.677780705
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1ccccc21,Ki,2,8.698970004
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1ccccc21,Ki,2,8.698970004
Dopamine RECEPTOR D5,8IRV,Cc1ccccc1C1CNCCc2c(Br)c(O)c(O)cc12,Ki,1.95,8.709965389
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1c2cccc1-c1cccs1,Ki,1.9,8.721246399
Dopamine RECEPTOR D5,8IRV,COc1ccc2Cc3ccccc3CCN(C)CCOc2c1,Ki,1.8,8.744727495
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Br)c(O)cc2C(C1)c1ccccc1,Ki,1.8,8.744727495
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)cc2CC1,Ki,1.69,8.772113295
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)cc2CC1,Ki,1.69,8.772113295
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(O)ccc2Cc2ccc(O)cc2CC1,Ki,1.68,8.774690718
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2c(CC1)ccc(O)c2Cl,Ki,1.6,8.795880017
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Cl)c(O)c(O)cc2[C@@H](C1)c1cccc(C)c1,Ki,1.53,8.815308569
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)cc2CC1,Ki,1.5,8.823908741
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)cc2CC1,Ki,1.5,8.823908741
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)cc2CC1,Ki,1.5,8.823908741
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)cc2CC1,Ki,1.5,8.823908741
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)cc2CC1,Ki,1.5,8.823908741
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1c(O)cccc21,Ki,1.4,8.853871964
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2cc(Cl)c(O)c(Cl)c2CC1,Ki,1.2,8.920818754
Dopamine RECEPTOR D5,8IRV,CN(Cc1ccc(cc1)[C@H]1CN(C)CCc2cc(Cl)c(O)cc12)S(=O)(=O)c1ccccc1,Ki,1.2,8.920818754
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2c(CC1)ccc(O)c2Cl,Ki,0.98,9.008773924
Dopamine RECEPTOR D5,8IRV,Cc1cccc(c1)C1CNCCc2c(Cl)c(O)c(O)cc12,Ki,0.88,9.055517328
Dopamine RECEPTOR D5,8IRV,[2H]c1c([2H])c([2H])c([C@@H]2C[C@@H](N3CCNC(C)(C)C3)c3cc(Cl)ccc23)c([2H])c1[2H],Ki,0.67,9.173925197
Dopamine RECEPTOR D5,8IRV,CN1CCCc2ccccc2Cc2[nH]c3ccccc3c2CC1,Ki,0.61,9.214670165
Dopamine RECEPTOR D5,8IRV,CN1CCOc2cc(O)ccc2Cc2ccccc2CC1,Ki,0.57,9.244125144
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(O)ccc2Cc2ccc(O)cc2CC1,Ki,0.54,9.26760624
Dopamine RECEPTOR D5,8IRV,Oc1cc2CCNC[C@H](c3ccccc3)c2cc1O,Ki,0.5,9.301029996
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Br)c(O)cc2C(C1)c1ccccc1,Ki,0.4,9.397940009
Dopamine RECEPTOR D5,8IRV,CN1CCc2c(Cc3ccccc3CC1)[nH]c1ccc(O)cc21,Ki,0.39,9.408935393
Dopamine RECEPTOR D5,8IRV,CN1CCN(CC1(C)C)[C@@H]1C[C@H](c2ccc(Cl)cc12)c1ccccc1,Ki,0.37,9.431798276
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccccc1,Ki,0.3,9.522878745
Dopamine RECEPTOR D5,8IRV,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccccc1,Ki,0.3,9.522878745
Dopamine RECEPTOR D5,8IRV,COc1ccc2n(C)c3Cc4ccccc4CCN(C)CCc3c2c1,Ki,0.23,9.638272164
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)c(Cl)c2CC1,Ki,0.057,10.24412514
Dopamine RECEPTOR D5,8IRV,CN1CCc2ccccc2Cc2ccc(O)c(Cl)c2CC1,Ki,0.053,10.27572413